type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
FacilityBufferPublishedOutputStackReceipt,struct,Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs,533,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityBufferPublishedOutputStackReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",6,Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs:378:ProductionDomainOutputPublicationService.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs:1717:ApparelPhysicalTransaction.FacilityBufferPlannedOutputSlice | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs:1651:in.FacilityBufferPublishedUniqueOutputSnapshot | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs:146:PhysicalItemExactSourcePublicationTransaction.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Medical/SurgicalPartPreparedOutputDebugScenarios.cs:522:PublicationFake.FacilityBufferPublishedOutputStackReceipt | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs:1891:SurgicalPartRuntime.FacilityBufferPlannedOutputSlice,0,0,itemDefinitionId | itemInstanceId,mass | quantity,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs | Assets/Scripts/Services/Economy/ProductionDomainOutputPublicationService.cs | Assets/Scripts/Services/Factions/FactionRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalWorkwearProductionOutputHandler.cs | Assets/Scripts/Services/Items/FacilityBufferMassAdmissionService.cs | Assets/Scripts/Services/Items/FacilityBufferPlannedOutputPublicationService.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs,
FacilityCrimeEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,426,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityCrimeEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Buildings/Shop.cs:549:concern.<unknown>,0,3,actor | facility,lossValue,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Buildings/Shop.cs | Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs | Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs
FacilityEvolutionCompletedEvent,struct,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,413,pre-existing-runtime-candidate,6,장비·특성·기술·시설 진화,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityEvolutionCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs:1662:FacilityEvolutionRuntime.<unknown> | Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs:302:FacilityEvolutionPanel.<unknown>,1,1,,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,
FacilityEvolutionMaterialCommitReceipt,struct,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs,23,pre-existing-runtime-candidate,6,장비·특성·기술·시설 진화,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityEvolutionMaterialCommitReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs:492:MemoryFacilityEvolutionResourceProvider.Dictionary | Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs:160:RegistryFacilityEvolutionWarehouseInventoryQuery.FromPhysical,0,0,sourceStackIds,inputMassGrams | quantity,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterNarrativeSaveSection | CharacterWorldSaveSection | CombatEquipmentSaveSection | EquipmentEvolutionSaveSection | ModularFacilityWorldSaveSection,,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionPendingMaterialProjection.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionService.cs | Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs,
FacilityOutputExactRouteReceipt,class,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs,236,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityOutputExactRouteReceipt is a result-bearing class carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs:701:PreparedOutputHaulPlannerGateDebugScenarios.WarehouseMassAdmissionStatusSnapshot | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:555:DeliveryPhysicalOriginal.FacilityOutputExactRouteService | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:3771:in.<unknown>,0,0,sourceDestinationId | targetDestinationId | targetPosition,totalMassGrams | totalQuantity,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs | Assets/Scripts/Services/Economy/ProductionOutputDestinationDurableSaveProjector.cs | Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs | Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs,
FacilityOutputExactRouteSliceReceipt,class,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs,180,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,NonResult,embedded detail row of a parent receipt; its parent receipt is the replacement authority,NonResult,embedded detail row of a parent receipt; its parent receipt is the replacement authority,N/A,excluded,embedded detail row of a parent receipt; its parent receipt is the replacement authority,3,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs:690:PreparedOutputHaulPlannerGateDebugScenarios.WarehouseMassAdmissionStatusSnapshot | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:539:DeliveryPhysicalOriginal.FacilityOutputExactRouteService | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:3759:in.<unknown>,0,0,itemId | sourceOffsetQuantity | sourceStackId,routedMassGrams | routedOffsetQuantity | routedQuantity | sourceOffsetQuantity,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Models/Items/Core/FacilityOutputExactRoutePort.cs | Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs | Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs,
FacilityRestockEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,456,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityRestockEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Buildings/Shop.cs:569:concern.<unknown>,0,2,facility,requestedAmount | restockedAmount,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Buildings/Shop.cs | Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs
FacilityRevenueEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,389,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityRevenueEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Buildings/ShopCustomerInteractionService.cs:455:ShopCustomerInteractionService.EconomyTransactionContext | Assets/Scripts/Services/Buildings/ShopCustomerInteractionService.cs:671:ShopCustomerInteractionService.FacilityRevenueEvent,0,2,customer | facility,revenue,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs
FacilityShopPurchasedEvent,struct,Assets/Scripts/Services/FacilityShop/FacilityShopSystem.cs,210,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityShopPurchasedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/FacilityShop/DailyFacilityShopRuntime.cs:265:DailyFacilityShopRuntime.<unknown>,1,0,,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/FacilityShop/DailyFacilityShopRuntime.cs | Assets/Scripts/Services/FacilityShop/FacilityShopSystem.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchApplicationAdapter.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,
FacilityStockConsumedEvent,struct,Assets/Scripts/Services/Operation/OperatingDaySettlement.cs,404,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilityStockConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Buildings/Shop.cs:539:concern.<unknown> | Assets/Scripts/Services/Buildings/ShopCustomerInteractionService.cs:401:ShopCustomerInteractionService.BuildingRetailPurchaseCommitResult,0,3,facility,amount,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Buildings/Shop.cs | Assets/Scripts/Services/Operation/OperatingDaySettlementApplicationAdapter.cs | Assets/Scripts/Services/Survival/SurvivalFoodRuntime.cs,Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordEventRecorder.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRecordRuntime.cs
FacilitySynthesisCompletedEvent,struct,Assets/Scripts/Services/Synthesis/FacilitySynthesisSystem.cs,50,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"FacilitySynthesisCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Synthesis/FacilitySynthesisRuntime.cs:156:FacilitySynthesisRuntime.ProductionFacilityHandleQueryAdapter | Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs:152:FacilitySynthesisPanel.<unknown>,1,2,,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Synthesis/FacilitySynthesisRuntime.cs,
